Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
5/24/19,Raccoon,Mammal,Juvenile,1,05/24/19,171 Wolcott Ave,Jamestown,Orphaned juvenile,
5/24/19,Raccoon,Mammal,Juvenile,1,05/24/19,Finder's address,Exeter,Orphaned juvenile,
5/25/19,Raccoon,Mammal,Baby,2,05/22/19,Finder's address,Barrington,Orphaned juvenile,
5/27/19,Raccoon,Mammal,Juvenile,3,05/26/19,Finder's address,Richmond,Orphaned juvenile,
5/28/19,Raccoon,Mammal,Baby,3,05/28/19,Middlebridge Rd,Narragansett,Orphaned juvenile,
5/28/19,Raccoon,Mammal,Baby,1,05/28/19,URI Campus,Kingston,"? injury, sick",
5/30/19,Raccoon,Mammal,Juvenile,1,05/20/19,236 Sowams Rd,Barrington,Orphaned juvenile,
5/31/19,Raccoon,Mammal,Baby,1,05/31/19,136-156 Sowam Rd,Barrington,Orphaned juvenile,
6/2/19,Raccoon,Mammal,Juvenile,1,06/02/19,80 Tower Hill Rd,North Kingstown,Infection? Discharge from eyes & vagina. Orphaned juvenile,
6/4/19,Raccoon,Mammal,Baby,1,06/03/19,Finder's address,West Warwick,Orphaned juvenile,
6/4/19,Raccoon,Mammal,Juvenile,3,06/04/19,Finder's address,Charlestown,Mom dead in hot tub. Orphaned juvenile. No exposure,
6/6/19,Raccoon,Mammal,Juvenile,1,06/06/19,100 Borden St,Providence,Paralyzed. Orphaned juvenile,
6/7/19,Raccoon,Mammal,Juvenile,4,06/07/19,RI Country Club,Barrington,Orphaned juvenile,
6/8/19,Raccoon,Mammal,Baby,2,06/07/19,Finder's address,Saunderstown,Orphaned juvenile,
6/13/19,Raccoon,Mammal,Juvenile,1,06/13/19,Finder's address,Jamestown,Orphaned juvenile,
6/16/19,Raccoon,Mammal,Baby,1,06/16/19,Finder's address,Exeter,Orphaned juvenile,
6/17/19,Raccoon,Mammal,Juvenile,1,06/14/19,Finder's address,Warwick,Exudate both eyes,
6/18/19,Raccoon,Mammal,Juvenile,1,06/18/19,45 Lakeworth Ave,Narragansett,"Emaciated, failing",
6/19/19,Raccoon,Mammal,Juvenile,2,06/19/19,9 Forest Hills,Exeter,Emaciated. Orphaned juvenile,
6/20/19,Raccoon,Mammal,Juvenile,3,06/20/19,Finder's address,Pawtucket,Injury,
6/23/19,Raccoon,Mammal,Juvenile,1,06/22/19,Corner of Bayview Dr & Summit Ave,Jamestown,"Found in drainage ditch, no exposure",
7/2/19,Raccoon,Mammal,Juvenile,1,07/01/19,Norton Rd,Jamestown,Injury,
7/3/19,Raccoon,Mammal,Juvenile,1,07/03/19,Finder's address,Warwick,Paralyzed back legs,
7/7/19,Raccoon,Mammal,Baby,1,07/07/19,Finder's address,Saunderstown,Orphaned juvenile,
7/7/19,Raccoon,Mammal,Baby,1,07/07/19,Finder's address,Providence,Orphaned juvenile,
7/8/19,Raccoon,Mammal,Baby,1,07/08/19,1027 Atwood Ave,Johnston,Orphaned juvenile,
7/14/19,Raccoon,Mammal,Young Adult,1,07/14/19,190 West Shore Rd,Warwick,"Rear leg caught between fence posts, broken",
7/25/19,Raccoon,Mammal,Baby,1,07/25/19,Finder's address,Westerly,Possible HBC,
8/1/19,Raccoon,Mammal,Baby,1,08/01/19,3103 Post Rd,Charlestown,Orphaned juvenile,
8/2/19,Raccoon,Mammal,Baby,2,08/02/19,"Pineapple Inn, 372 Coddington Hwy",Newport,Orphaned juvenile,
8/6/19,Raccoon,Mammal,Baby,1,08/05/19,4725 Old Post Rd,Charlestown,Orphaned juvenile,
8/8/19,Raccoon,Mammal,Juvenile,2,08/08/19,4725 Old Post Rd,Charlestown,Orphaned juvenile,
8/16/19,Raccoon,Mammal,Juvenile,1,08/15/19,107 Rosebriar Ave,South Kingstown,Orphaned juvenile,
8/19/19,Raccoon,Mammal,Young Adult,1,08/18/19,Palmer ave & Priscilla Rd,Warwick,HBC,
8/21/19,Raccoon,Mammal,Juvenile,1,08/01/19,Finder's address,Warwick,Appears to be blind. Orphaned juvenile. Exposure,
8/23/19,Raccoon,Mammal,Juvenile,1,08/23/19,Plain Meeting House,West Greenwich,Injury,
4/29/19,Red Fox,Mammal,Juvenile,1,04/27/19,Finder's address,Smithfield,Had a limp,
4/20/19,Red Squirrel,Mammal,Juvenile,2,04/20/19,Finder's address,Chepachet,Orphaned juvenile,
8/24/19,Red Squirrel,Mammal,Baby,1,08/23/19,Finder's address,Scituate,Orphaned juvenile,
9/15/19,Red Squirrel,Mammal,Juvenile,1,9/15/19,Finder's address,Exeter,None known,
9/30/19,Short-tailed Shrew,Mammal,Adult,1,09/30/19,37 Capwell Ave,Coventry,"Animal caught, neuro, running in circles",
1/7/19,Silver-haired Bat,Mammal,Adult,1,01/07/19,9 Pleasant Avenue,Narragansett,Found in living space,
1/24/19,Silver-haired Bat,Mammal,Adult,1,01/23/19,Finder's address,Wakefield,FX wing,
2/11/19,Silver-haired Bat,Mammal,Adult,1,02/11/19,Finder's address,Wakefield,"No injury, found on ground",
2/21/19,Silver-haired Bat,Mammal,Adult,1,02/27/19,Finder's address,Jamestown,Orphaned juvenile,
3/2/19,Silver-haired Bat,Mammal,Adult,1,03/02/19,Finder's address,Kingston,Matted + covered in sticky substance,
3/29/19,Silver-haired Bat,Mammal,Adult,1,03/29/19,Wilcox Park,Westerly,Not flying,
4/2/19,Silver-haired Bat,Mammal,Adult,1,04/02/19,Backyard of finder's address,Coventry,Injury,
10/9/19,Silver-haired Bat,Mammal,Adult,1,10/08/19,"Electric Boat site, 9A, Quonset Business Park",North Kingstown,? Wouldn't fly away.,
12/24/19,Silver-haired Bat,Mammal,Adult,1,12/24/19,"Louis Pasteur Blg. DHS Cranston office, Blg. 57",Cranston,Disturbed,
3/9/19,Southern Flying Squirrel,Mammal,Adult,5,02/23/19,Finder's address,Cranston,"Found in attic, no injuries",
5/22/19,Southern Flying Squirrel,Mammal,Juvenile,2,05/17/19,Finder's address,"North Attleboro, MA",Orphaned juvenile,
5/23/19,Southern Flying Squirrel,Mammal,Juvenile,1,05/18/19,Finder's address,Johnston,Orphaned juvenile,
6/4/19,Southern Flying Squirrel,Mammal,Juvenile,1,06/04/19,Finder's address,East Greenwich,"? Appears injured or sick, not moving much",
9/22/19,Southern Flying Squirrel,Mammal,Juvenile,1,9/22/19,Yard,Exeter,Orphaned juvenile,
10/14/19,Southern Flying Squirrel,Mammal,Adult,1,10/13/19,Finder's address,Cumberland,Cat caught,
5/24/19,Striped Skunk,Mammal,Baby,1,05/24/19,"Westerly Royal Nursing Home area, Beach St",Westerly,Orphaned juvenile,
5/25/19,Striped Skunk,Mammal,Baby,1,05/25/19,107 Park Ave,Woonsocket,Not eating.  Orphaned juvenile,
6/7/19,Striped Skunk,Mammal,Baby,2,06/07/19,Finder's address,Pascoag,Orphaned juvenile,
6/10/19,Striped Skunk,Mammal,Young Adult,1,06/10/19,Finder's address,Providence,Orphaned juvenile,
6/18/19,Striped Skunk,Mammal,Juvenile,1,06/18/19,"Luis Pires, 244 Beach Ave",Warwick,Orphaned juvenile,
6/20/19,Striped Skunk,Mammal,Juvenile,1,06/19/19,"Near Bike path, Elm St",Pascoag,Orphaned juvenile,
6/21/19,Striped Skunk,Mammal,Juvenile,1,06/21/19,7 Wilcox St,Warwick,Failing.  Orphaned juvenile,
6/27/19,Striped Skunk,Mammal,Juvenile,2,06/26/19,Finder's address,Smithfield,Dead adult+3 babies. 1 already dead. 2-Orphaned juvenile,
6/27/19,Striped Skunk,Mammal,Baby,1,06/27/19,Finder's address,Wakefield,Injury,
6/29/19,Striped Skunk,Mammal,Young Adult,1,06/29/19,347 Warwick Neck Ave,Warwick,Found in window well,
7/1/19,Striped Skunk,Mammal,Baby,1,06/30/19,"Path between Bon Vue and Aunt Carrie's Restaurant, near Scarborough Beach",Narragansett,Orphaned juvenile,
7/2/19,Striped Skunk,Mammal,Baby,6,07/02/19,Finder's address,Warwick,Mom + orphaned juvenile,
7/15/19,Striped Skunk,Mammal,Baby,4,07/13/19,,"Middleboro, MA",Orphaned juvenile,
8/27/19,Striped Skunk,Mammal,Juvenile,1,08/27/19,12 Shepard St,Newport,Orphaned juvenile,
10/3/19,Striped Skunk,Mammal,Young Adult,1,10/03/19,131 Bellows St,Warwick,Failing. Poison?,
2/3/19,Virginia Opossum,Mammal,Adult,1,2/3/19,East Ferry,Jamestown,?,
2/15/19,Virginia Opossum,Mammal,Adult,1,02/14/19,29 Dristee Circle,West Warwick,Stuck in foundation 24 hours,
2/27/19,Virginia Opossum,Mammal,Young Adult,1,02/26/19,126 Phillips Avenue,Warwick,"? injury, in a trash barrel for 3 days",
3/11/19,Virginia Opossum,Mammal,Adult,1,03/11/19,Mapleville/Austin Avenue,Smithfield,HBC,
3/26/19,Virginia Opossum,Mammal,Adult,1,3/26/19,Shore Acres Drive,North Kingstown,"Bleeding badly, possibly HBC",
4/7/19,Virginia Opossum,Mammal,Adult,1,4/7/19,Finder's address,Warwick,Leg,
4/10/19,Virginia Opossum,Mammal,Baby,7,04/09/19,1585 Main St,West Warwick,"1-Mom, 6-babies.  HBC.",
4/19/19,Virginia Opossum,Mammal,Young Adult,1,04/19/19,Rt 1,North Kingstown,Injury,
4/22/19,Virginia Opossum,Mammal,Baby,2,04/22/19,"China Gourmet, Main Road",Tiverton,Orphaned juvenile,
4/24/19,Virginia Opossum,Mammal,Juvenile,1,04/24/19,,,None,
4/24/19,Virginia Opossum,Mammal,Baby,3,04/21/19,,,"Mom HBC, orphaned juvenile",
4/26/19,Virginia Opossum,Mammal,Baby,9,04/26/19,Gilbert Stuart Road,Saunderstown,"HBC, mom died",
5/1/19,Virginia Opossum,Mammal,Juvenile,3,05/01/19,Finder's address,Providence,N/A,
5/1/19,Virginia Opossum,Mammal,Baby,8,05/01/19,Woodhaven Road,Pawtucket,,
5/1/19,Virginia Opossum,Mammal,Baby,3,05/01/19,Finder's address,Warwick,Orphaned juvenile,
5/3/19,Virginia Opossum,Mammal,Adult,4,05/08/19,294 Holmes Avenue,Warwick,Mom-rear L leg.  3 babies in pouch.  Possible HBC.,
5/7/19,Virginia Opossum,Mammal,Juvenile,1,05/06/19,26 Mill Street,West Warwick,Orphaned juvenile,
5/8/19,Virginia Opossum,Mammal,Baby,9,05/08/19,Division Street,East Greenwich,Orphaned juvenile,
5/8/19,Virginia Opossum,Mammal,Baby,2,05/08/19,Canal Street/White Rock Road,Westerly,"HBC.  1 adult, 1 baby.",
5/13/19,Virginia Opossum,Mammal,Adult,1,05/13/19,1903 West Main Road,Middletown,"Neuro, bleeding from mouth, HBC?",
5/14/19,Virginia Opossum,Mammal,Baby,1,05/14/19,Finder's address,Coventry,"Dog found, mom dead on road.  Orphaned juvenile.",
5/18/19,Virginia Opossum,Mammal,Baby,6,05/18/19,"Plainfield Pike, about 2400 Block",Johnston,Too small,
5/21/19,Virginia Opossum,Mammal,Baby,2,05/21/19,"Warren Avenue, near Lucky's/Honey Dew",East Providence,Orphaned juvenile,
5/21/19,Virginia Opossum,Mammal,Juvenile,1,05/21/19,St. Georges School,Middletown,Orphaned juvenile,
5/24/19,Virginia Opossum,Mammal,Juvenile,2,05/24/19,,Bristol,Orphaned juvenile,
5/25/19,Virginia Opossum,Mammal,Baby,2,05/25/19,180 Hollis Ave,Warwick,Unknown,
5/26/19,Virginia Opossum,Mammal,Juvenile,1,05/26/19,Jefferson Blvd,Warwick,Orphaned juvenile,
5/26/19,Virginia Opossum,Mammal,Juvenile,1,05/25/19,Finder's address,Portsmouth,Orphaned juvenile,
5/27/19,Virginia Opossum,Mammal,Baby,1,05/27/19,24 Clarks Falls Rd,Ashaway,Mom hit & killed by car.  Orphaned juvenile,
5/29/19,Virginia Opossum,Mammal,Juvenile,1,05/28/19,907 Matunuck Beach Rd,Matunuck,Orphaned juvenile,
5/29/19,Virginia Opossum,Mammal,Adult,1,05/29/19,Finder's address,North Kingstown,"Suspect injured by dog. 1 adult, 2 dead babies",
5/30/19,Virginia Opossum,Mammal,Juvenile,1,05/29/19,,West Warwick,Paralyzed,
5/30/19,Virginia Opossum,Mammal,Juvenile,1,05/30/19,Finder's address,Wakefield,Head injury,
5/30/19,Virginia Opossum,Mammal,Baby,1,05/29/19,Finder's address,Pawtucket,Orphaned juvenile,
6/4/19,Virginia Opossum,Mammal,Young Adult,1,06/04/19,Unknown,,?,
6/5/19,Virginia Opossum,Mammal,Adult,1,06/05/19,"Stop & Shop, Tiogue Ave",Coventry,?,
6/5/19,Virginia Opossum,Mammal,Juvenile,1,06/04/19,Finder's address,Coventry,Orphaned juvenile,
6/5/19,Virginia Opossum,Mammal,Baby,2,06/05/19,247 Bellman Ave,Warwick,Orphaned juvenile,
6/6/19,Virginia Opossum,Mammal,Baby,1,06/06/19,353 Palmer Ave,Warwick,Orphaned juvenile,
6/7/19,Virginia Opossum,Mammal,Baby,1,06/07/19,247 Bellman Ave,Warwick,"Little injury, no tail",
6/9/19,Virginia Opossum,Mammal,Baby,1,06/08/19,Island Park,Portsmouth,Orphaned juvenile,
6/13/19,Virginia Opossum,Mammal,Adult,1,06/13/19,5 Mayo Dr,Warren,Injury,
6/16/19,Virginia Opossum,Mammal,Baby,1,06/16/19,Finder's address,Warwick,Belly wound/maggots & eggs,
6/22/19,Virginia Opossum,Mammal,Mom+Baby,10,06/22/19,Curtis Corner Rd,Wakefield,"Mom HBC, broken jaw, fx to skull. 9 Babies-too small",
6/23/19,Virginia Opossum,Mammal,Adult,1,06/23/19,,Coventry,"HBC, broken jaw",
6/23/19,Virginia Opossum,Mammal,Juvenile,1,06/22/19,29 Princeton Ave,Coventry,"Failing, lots of maggots. Orphaned juvenile",
6/23/19,Virginia Opossum,Mammal,Juvenile,1,06/22/19,Bay Voyage Restaurant,Jamestown,Orphaned juvenile,
6/24/19,Virginia Opossum,Mammal,Baby,1,06/24/19,10 Walker Rd,Warwick,"Warwick PD, Eric",
7/1/19,Virginia Opossum,Mammal,Juvenile,1,06/30/19,Finder's address,Exeter,Cat caught. Orphaned juvenile,
7/2/19,Virginia Opossum,Mammal,Adult,1,07/01/19,Lynn Dr,North Kingstown,"Elderly, possible HBC. Cataracts/blind, not using back legs",
7/5/19,Virginia Opossum,Mammal,Juvenile,1,07/04/19,Finder's address,Exeter,Cat caught,
7/10/19,Virginia Opossum,Mammal,Baby,1,07/10/19,Finder's address,Providence,Orphaned juvenile,
7/11/19,Virginia Opossum,Mammal,Baby,4,07/11/19,Finder's address,North Kingstown,Mom HBC. Orphaned juvenile,
7/13/19,Virginia Opossum,Mammal,Baby,5,07/13/19,Picked up from Pawtucket Animal Shelter,Pawtucket,Mom killed by car. Orphaned juvenile,
7/14/19,Virginia Opossum,Mammal,Adult,1,07/14/19,Union Dr,North Kingstown,Don't know,
7/17/19,Virginia Opossum,Mammal,Baby,2,07/17/19,Finder's address,Warwick,Orphaned juvenile,
7/19/19,Virginia Opossum,Mammal,Baby,9,07/19/19,Moonstone Beach Rd,South Kingstown,"Mom HBC, babies nearby",
7/21/19,Virginia Opossum,Mammal,Young Adult,1,7/21/19,Pippin Orchard Rd & Hope Rd,Cranston,"Possible HBC, blood in mouth/nose/ear, trouble breathing",
7/24/19,Virginia Opossum,Mammal,Baby,12,07/24/19,25 Glenn Way,Westerly,Orphaned juvenile,
7/25/19,Virginia Opossum,Mammal,Baby,1,07/25/19,Bike path in between Curtis Corner Rd & South Rd,Wakefield,Severe internal injuries,
7/25/19,Virginia Opossum,Mammal,Baby,7,07/25/19,Finder's address,Portsmouth,Orphaned juvenile,
7/27/19,Virginia Opossum,Mammal,Baby,2,07/27/19,Acres of Pine Rd,Coventry,Orphaned juvenile,
7/27/19,Virginia Opossum,Mammal,Adult,1,07/27/19,91 Meadow Brook Rd,East Greenwich,"Walking in circles, flies on it, stumbling",
8/2/19,Virginia Opossum,Mammal,Baby,10,08/02/19,Corner of Albert St & Hatfield,Pawtucket,Orphaned juvenile,
8/3/19,Virginia Opossum,Mammal,Baby,1,08/03/19,Finder's address,Wyoming,Orphaned juvenile,
8/4/19,Virginia Opossum,Mammal,Adult,1,08/04/19,275 Atwells Ave,Providence,Face cut,
8/4/19,Virginia Opossum,Mammal,Baby,1,08/04/19,Finder's address,Warwick,Orphaned juvenile,
8/6/19,Virginia Opossum,Mammal,Adult,1,08/06/19,Stony Fort Rd,West Kingston,"HBC, blood in wings, FX back L foot, head trauma",
8/8/19,Virginia Opossum,Mammal,Baby,1,08/08/19,,Pawtucket,Unknown,
8/8/19,Virginia Opossum,Mammal,Baby,5,08/08/19,36 Barney St,Rumford,"Mom DOA, 2 babies DOA, 2 babies live. Orphaned juvenile",
8/9/19,Virginia Opossum,Mammal,Young Adult,1,08/09/19,1404 Narragansett Blvd,Cranston,FX R back hip,
8/9/19,Virginia Opossum,Mammal,Baby,7,08/08/19,Finder's address,Johnston,Mom + orphaned juvenile,
8/15/19,Virginia Opossum,Mammal,Baby,8,08/15/19,Finder's address,Newport,HBC & people throwing rocks at adult mom. Adult-broken jaw. Babies-too young.,
8/18/19,Virginia Opossum,Mammal,Baby,1,8/18/19,Finder's address,North Kingstown,Puncture,
8/19/19,Virginia Opossum,Mammal,Adult,1,08/19/19,Matunuck Oyster Bar,South Kingstown,Eye popped out,
8/23/19,Virginia Opossum,Mammal,Juvenile,1,08/23/19,Finder's address,North Kingstown,Orphaned juvenile,
8/30/19,Virginia Opossum,Mammal,Baby,2,08/29/19,Finder's address,Cumberland,Full of maggots. Orphaned juvenile,
9/2/19,Virginia Opossum,Mammal,Juvenile,1,08/29/19,Brought  in by client at WCVH,?,Orphaned juvenile,
9/4/19,Virginia Opossum,Mammal,Adult,1,09/04/19,16 Wood St,West Warwick,"Underweight, hair loss",
9/11/19,Virginia Opossum,Mammal,Juvenile,1,09/10/19,Finder's address,Middletown,Cat caught,
9/17/19,Virginia Opossum,Mammal,Juvenile,1,09/16/19,109 Bowen St,Providence,Orphaned juvenile,
9/18/19,Virginia Opossum,Mammal,Adult,1,09/18/19,"Dexter St, Ella Risk School",Central Falls,Possible HBC,
9/23/19,Virginia Opossum,Mammal,Adult,1,09/23/19,"Turnpike Ave, just past light at Rt 114",Portsmouth,"HBC, back injury",
10/2/19,Virginia Opossum,Mammal,Juvenile,1,10/02/19,59 Elm St,Westerly,Mouse trap around top of mouth,
10/8/19,Virginia Opossum,Mammal,Adult,1,10/8/19,Finder's address,West Warwick,"Lethargic, laying on side, dragging back leg. No improvement",
10/8/19,Virginia Opossum,Mammal,Juvenile,1,10/08/19,412 Bellevue Ave,Newport,Orphaned juvenile,
10/8/19,Virginia Opossum,Mammal,Juvenile,1,10/08/19,Finder's address,East Providence,"Caught in a soccer net, wound neck & leg",
10/23/19,Virginia Opossum,Mammal,Adult,1,10/21/19,1545 Boston Neck Rd,Saunderstown,Caught in Hav A Heart cage,
10/25/19,Virginia Opossum,Mammal,Young Adult,1,10/25/19,"Banco Santander parking lot, 95 Amaral St",East Providence,"HBC, head injury",
11/9/19,Virginia Opossum,Mammal,Young Adult,1,11/09/19,,Cranston,Dog caught,
11/19/19,Virginia Opossum,Mammal,Sub-adult,1,11/18/19,5 Fishing Cove Rd,North Kingstown,Eye Poking out,
12/13/19,Virginia Opossum,Mammal,Baby,1,12/13/19,Finder's address,Johnston,Orphaned juvenile,
3/21/19,White-footed Mouse,Mammal,Baby,5,03/21/19,84 Gate Road,North Kingstown,Orphaned juvenile,
3/22/19,White-footed Mouse,Mammal,Juvenile,2,03/21/19,,Newport,Cat found the mouse,
4/12/19,White-footed Mouse,Mammal,Adult,1,04/12/19,Finder's address,Wakefield,Leg?,
4/13/19,White-footed Mouse,Mammal,Young Adult,1,04/13/19,Finder's address,Wakefield,"Limping, probably injured by house cat",
4/16/19,White-footed Mouse,Mammal,Baby,1,04/15/19,10 Top Hill Drive,West Kingston,Orphaned juvenile,
4/17/19,White-footed Mouse,Mammal,Baby,1,04/16/19,Hillside Road garage,Bristol,Orphaned juvenile,
4/24/19,White-footed Mouse,Mammal,Baby,4,04/24/19,University of Rhode Island,Kingston,Orphaned juvenile,
4/29/19,White-footed Mouse,Mammal,Baby,7,04/29/19,Finder's address,Lincoln,Orphaned juvenile,
5/8/19,White-footed Mouse,Mammal,Baby,1,05/08/19,Finder's address,Warwick,Orphaned juvenile,
5/20/19,White-footed Mouse,Mammal,Baby,5,05/19/19,Bike Path,Rumford,Orphaned juvenile,
5/21/19,White-footed Mouse,Mammal,Juvenile,3,05/20/19,Finder's address,Coventry,Orphaned juvenile,
5/25/19,White-footed Mouse,Mammal,Baby,1,05/23/19,Finder's address,"New Bedford, MA",Orphaned juvenile,
5/28/19,White-footed Mouse,Mammal,Baby,1,05/21/19,Finder's address,Portsmouth,Orphaned juvenile,
5/31/19,White-footed Mouse,Mammal,Baby,5,05/31/19,"338 Compass Circle, B3",North Kingstown,Orphaned juvenile,
6/3/19,White-footed Mouse,Mammal,Baby,1,06/02/19,Finder's address,North Kingstown,Orphaned juvenile,
6/3/19,White-footed Mouse,Mammal,Juvenile,1,06/03/19,Finder's address,Saunderstown,Cat caught,
6/12/19,White-footed Mouse,Mammal,Baby,2,06/11/19,Finder's address,East Greenwich,Orphaned juvenile,
6/22/19,White-footed Mouse,Mammal,Baby,2,06/22/19,Finder's address,Cranston,Too small. Orphaned juvenile,
6/24/19,White-footed Mouse,Mammal,Juvenile,2,06/24/19,3 Clover Dr,Coventry,,
6/24/19,White-footed Mouse,Mammal,Baby,1,06/24/19,Finder's address,Wakefield,Orphaned juvenile,
6/25/19,White-footed Mouse,Mammal,Baby,2,06/24/19,Finder's address,North Kingstown,Too small.  Orphaned juvenile,
6/27/19,White-footed Mouse,Mammal,Baby,1,06/27/19,Savers,Woonsocket,Orphaned juvenile,
6/27/19,White-footed Mouse,Mammal,Baby,1,06/25/19,Applebee's parking lot,Coventry,Orphaned juvenile,
6/28/19,White-footed Mouse,Mammal,Baby,2,06/28/19,Finder's address,Cranston,Orphaned juvenile,
6/28/19,White-footed Mouse,Mammal,Baby,1,06/28/19,Finder's address,Warwick,Stuck in glue trap,
7/2/19,White-footed Mouse,Mammal,Baby,1,07/02/19,Finder's address,Richmond,Orphaned juvenile,
7/8/19,White-footed Mouse,Mammal,Baby,1,07/07/19,61 Cole St,Chepachet,Failing. Orphaned juvenile,
7/8/19,White-footed Mouse,Mammal,Baby,2,07/09/19,Finder's address,Narragansett,Failing. Orphaned juvenile,
7/8/19,White-footed Mouse,Mammal,Baby,6,07/08/19,Finder's address,Saunderstown,Orphaned juvenile,
7/9/19,White-footed Mouse,Mammal,Baby,3,07/09/19,,Smithfield,Orphaned juvenile,
7/11/19,White-footed Mouse,Mammal,Baby,1,07/11/19,Finder's address,East Greenwich,Orphaned juvenile,
7/12/19,White-footed Mouse,Mammal,Baby,4,07/11/19,Savers,East Providence,Too small. Orphaned juvenile,
7/23/19,White-footed Mouse,Mammal,Baby,1,07/23/19,Finder's address,West Greenwich,Orphaned juvenile,
7/23/19,White-footed Mouse,Mammal,Baby,1,07/23/19,Finder's address,West Greenwich,Dying. Orphaned juvenile,
7/24/19,White-footed Mouse,Mammal,Baby,1,07/24/19,Allie's Feed,North Kingstown,Orphaned juvenile,
7/25/19,White-footed Mouse,Mammal,Baby,1,07/25/19,Allies Feed Farm + Pet,North Kingstown,Orphaned juvenile,
7/27/19,White-footed Mouse,Mammal,Baby,1,07/26/19,Finder's address,North Kingstown,Cat caught. Orphaned juvenile,
7/30/19,White-footed Mouse,Mammal,Juvenile,1,07/28/19,Finder's address,Charlestown,Orphaned juvenile,
8/13/19,White-footed Mouse,Mammal,Baby,4,08/12/19,54 Exeter Rd,Exeter,Orphaned juvenile,
8/14/19,White-footed Mouse,Mammal,Baby,1,08/13/19,Finder's address,Foster,Orphaned juvenile,
8/16/19,White-footed Mouse,Mammal,Juvenile,2,08/15/19,Finder's address,Richmond,Orphaned juvenile,
8/16/19,White-footed Mouse,Mammal,Baby,1,08/16/19,Finder's address,Middletown,Possible poisoning,
8/17/19,White-footed Mouse,Mammal,Baby,1,08/11/19,"87 Paris Irons Rd, Enshanting Allie Horse Riding School (barn)",Chepachet,Orphaned juvenile,
8/17/19,White-footed Mouse,Mammal,Baby,5,08/17/19,Finder's address,Wakefield,Too small. Orphaned juvenile,
8/21/19,White-footed Mouse,Mammal,Juvenile,2,08/21/19,Finder's address,Tiverton,Orphaned juvenile,
8/26/19,White-footed Mouse,Mammal,Young Adult,1,08/26/19,Finder's address,Narragansett,,
